,Date,Price,Open,High,Low,Vol.,Change %,realbody,range,bullish_pinbar,bearish_three-line_strike,bullish_pinbar_success,bearish_three-line_strike_success
207,"Jul 27, 2021",39452.0,37294.3,39455.9,36427.4,100.24K,5.84%,-2157.699999999997,3028.5,False,False,,
208,"Jul 28, 2021",40003.2,39450.4,40862.2,38883.8,148.92K,1.40%,-552.7999999999956,1978.3999999999942,False,False,,
209,"Jul 29, 2021",40001.4,40009.0,40630.7,39340.8,75.30K,0.00%,7.599999999998545,1289.8999999999942,False,False,,
210,"Jul 30, 2021",42203.4,40001.1,42264.4,38358.4,98.45K,5.50%,-2202.300000000003,3906.0,False,False,,
211,"Jul 31, 2021",41553.7,42201.4,42285.3,41066.4,44.65K,-1.54%,647.7000000000044,1218.9000000000015,False,False,,
212,"Aug 01, 2021",39878.3,41510.0,42565.0,39556.5,80.33K,-4.03%,1631.699999999997,3008.5,False,False,,
213,"Aug 02, 2021",39168.4,39869.8,40449.0,38692.5,74.81K,-1.78%,701.4000000000015,1756.5,False,False,,
214,"Aug 03, 2021",38130.3,39167.4,39766.6,37688.2,0.26K,-2.65%,1037.0999999999985,2078.4000000000015,False,False,,
215,"Aug 04, 2021",39736.9,38188.4,39956.5,37556.0,79.22K,4.21%,-1548.5,2400.5,False,False,,
216,"Aug 05, 2021",40867.2,39734.4,41366.3,37365.4,130.60K,2.84%,-1132.7999999999956,4000.9000000000015,False,False,,
217,"Aug 06, 2021",42795.4,40868.4,43253.4,39905.4,111.93K,4.72%,-1927.0,3348.0,False,False,,
218,"Aug 07, 2021",44614.2,42784.7,44697.3,42611.0,112.84K,4.25%,-1829.5,2086.300000000003,False,False,,
219,"Aug 08, 2021",43792.8,44584.9,45284.1,43314.4,105.25K,-1.84%,792.0999999999985,1969.699999999997,False,False,,
220,"Aug 09, 2021",46284.3,43794.9,46460.7,42824.1,117.08K,5.69%,-2489.4000000000015,3636.5999999999985,False,False,,
221,"Aug 10, 2021",45593.8,46281.8,46663.4,44681.2,80.55K,-1.49%,688.0,1982.2000000000044,False,False,,
222,"Aug 11, 2021",45564.3,45593.2,46736.5,45367.9,75.43K,-0.06%,28.89999999999418,1368.5999999999985,False,False,,
223,"Aug 12, 2021",44403.4,45562.3,46213.8,43814.7,81.07K,-2.55%,1158.9000000000015,2399.100000000006,False,False,,
224,"Aug 13, 2021",47809.1,44404.0,47836.0,44242.4,75.27K,7.67%,-3405.0999999999985,3593.5999999999985,False,False,,
225,"Aug 14, 2021",47081.5,47809.6,48090.9,46117.2,64.29K,-1.52%,728.0999999999985,1973.7000000000044,False,False,,
226,"Aug 15, 2021",46991.3,47082.6,47344.1,45564.1,58.11K,-0.19%,91.29999999999563,1780.0,False,False,,
227,"Aug 16, 2021",45996.3,46991.6,48002.4,45672.1,2.41K,-2.12%,995.2999999999956,2330.300000000003,False,False,,
228,"Aug 17, 2021",44691.6,45907.5,47140.6,44441.3,84.14K,-2.84%,1215.9000000000015,2699.2999999999956,False,False,,
229,"Aug 18, 2021",44723.8,44691.1,46004.9,44230.0,22.36K,0.07%,-32.700000000004366,1774.9000000000015,False,False,,
230,"Aug 19, 2021",46755.9,44725.9,47012.3,43986.7,77.92K,4.54%,-2030.0,3025.600000000006,False,False,,
231,"Aug 20, 2021",49324.0,46756.7,49343.3,46646.8,83.19K,5.49%,-2567.300000000003,2696.5,False,False,,
232,"Aug 21, 2021",48875.8,49330.0,49719.1,48293.5,18.20K,-0.91%,454.1999999999971,1425.5999999999985,False,False,,
233,"Aug 22, 2021",49254.5,48870.4,49480.3,48151.0,49.32K,0.77%,-384.09999999999854,1329.300000000003,False,False,,
234,"Aug 23, 2021",49539.7,49255.4,50498.8,49038.6,75.37K,0.58%,-284.29999999999563,1460.2000000000044,False,False,,
235,"Aug 24, 2021",47714.7,49532.5,49847.4,47623.6,74.26K,-3.68%,1817.800000000003,2223.800000000003,False,False,,
236,"Aug 25, 2021",48994.5,47707.4,49230.2,47163.3,63.54K,2.68%,-1287.0999999999985,2066.899999999994,False,False,,
237,"Aug 26, 2021",46831.6,48994.4,49347.8,46360.4,73.79K,-4.41%,2162.800000000003,2987.4000000000015,False,False,,
238,"Aug 27, 2021",49064.3,46830.2,49142.0,46371.5,62.47K,4.77%,-2234.100000000006,2770.5,False,False,,
239,"Aug 28, 2021",48897.1,49062.8,49289.4,48428.5,36.73K,-0.34%,165.70000000000437,860.9000000000015,False,False,,
240,"Aug 29, 2021",48777.4,48899.7,49621.7,47870.1,47.62K,-0.24%,122.29999999999563,1751.5999999999985,False,False,,
241,"Aug 30, 2021",46992.7,48777.1,48886.0,46876.9,61.68K,-3.66%,1784.4000000000015,2009.0999999999985,False,False,,
242,"Aug 31, 2021",47130.4,46989.1,48217.0,46709.3,71.48K,0.29%,-141.3000000000029,1507.699999999997,False,False,,
243,"Sep 01, 2021",48819.4,47129.2,49121.0,46533.1,74.38K,3.58%,-1690.2000000000044,2587.9000000000015,False,False,,
244,"Sep 02, 2021",49274.3,48817.8,50355.3,48612.9,80.21K,0.93%,-456.5,1742.4000000000015,False,False,,
245,"Sep 03, 2021",49999.0,49269.5,51008.8,48377.3,88.08K,1.47%,-729.5,2631.5,False,False,,
246,"Sep 04, 2021",49918.4,49999.3,50534.6,49461.4,48.14K,-0.16%,80.90000000000146,1073.199999999997,False,False,,
247,"Sep 05, 2021",51768.6,49918.7,51878.2,49492.4,57.30K,3.71%,-1849.9000000000015,2385.7999999999956,False,False,,
248,"Sep 06, 2021",52672.1,51769.4,52726.2,51002.8,69.46K,1.75%,-902.6999999999971,1723.3999999999942,False,False,,
249,"Sep 07, 2021",46779.6,52674.2,52885.3,43072.4,187.56K,-11.19%,5894.5999999999985,9812.900000000001,False,False,,
250,"Sep 08, 2021",46061.4,46774.1,47316.9,44493.7,100.48K,-1.54%,712.6999999999971,2823.2000000000044,False,False,,
251,"Sep 09, 2021",46385.6,46057.6,47305.7,45609.0,73.63K,0.70%,-328.0,1696.699999999997,False,False,,
252,"Sep 10, 2021",44842.8,46385.9,47021.6,44283.6,75.62K,-3.33%,1543.0999999999985,2738.0,False,False,,
253,"Sep 11, 2021",45161.9,44844.9,45975.6,44766.6,41.58K,0.71%,-317.0,1209.0,False,False,,
254,"Sep 12, 2021",46062.3,45162.6,46386.4,44755.2,44.52K,1.99%,-899.7000000000044,1631.2000000000044,False,False,,
255,"Sep 13, 2021",44949.5,46060.8,46807.7,43463.2,96.15K,-2.42%,1111.300000000003,3344.5,False,False,,
256,"Sep 14, 2021",47077.5,44950.2,47247.6,44718.7,65.33K,4.73%,-2127.300000000003,2528.9000000000015,False,False,,
257,"Sep 15, 2021",48130.6,47070.8,48436.5,46743.9,63.40K,2.24%,-1059.7999999999956,1692.5999999999985,False,False,,
258,"Sep 16, 2021",47748.0,48132.3,48480.6,47040.3,60.91K,-0.80%,384.3000000000029,1440.2999999999956,False,False,,
259,"Sep 17, 2021",47282.8,47748.2,48155.9,46788.8,50.16K,-0.97%,465.3999999999942,1367.0999999999985,False,False,,
260,"Sep 18, 2021",48306.7,47283.9,48761.0,47070.5,43.64K,2.17%,-1022.7999999999956,1690.5,False,False,,
261,"Sep 19, 2021",47238.7,48299.9,48341.9,46866.6,41.98K,-2.21%,1061.2000000000044,1475.300000000003,False,False,,
262,"Sep 20, 2021",42870.6,47240.8,47323.9,42547.1,77.96K,-9.25%,4370.200000000004,4776.800000000003,False,False,,
263,"Sep 21, 2021",40651.3,43012.3,43619.3,39646.8,142.55K,-5.18%,2361.0,3972.5,False,False,,
264,"Sep 22, 2021",43551.6,40660.8,43976.7,40585.7,93.98K,7.13%,-2890.7999999999956,3391.0,False,True,,False
265,"Sep 23, 2021",44869.2,43550.7,44949.8,43090.1,74.54K,3.03%,-1318.5,1859.7000000000044,False,False,,
266,"Sep 24, 2021",42819.9,44867.4,45112.0,40908.5,128.88K,-4.57%,2047.5,4203.5,False,False,,
267,"Sep 25, 2021",42686.8,42818.7,42959.3,41714.5,46.35K,-0.31%,131.89999999999418,1244.800000000003,False,False,,
268,"Sep 26, 2021",43203.4,42685.8,43907.3,40786.6,69.91K,1.21%,-517.5999999999985,3120.7000000000044,True,False,False,
269,"Sep 27, 2021",42172.6,43200.9,44293.2,42143.9,54.12K,-2.39%,1028.300000000003,2149.2999999999956,False,False,,
270,"Sep 28, 2021",41022.3,42169.9,42758.8,40906.4,60.01K,-2.73%,1147.5999999999985,1852.4000000000015,False,False,,
271,"Sep 29, 2021",41536.8,41023.1,42571.2,40815.0,48.21K,1.25%,-513.7000000000044,1756.199999999997,False,False,,
272,"Sep 30, 2021",43823.3,41534.5,44101.2,41416.7,64.32K,5.50%,-2288.800000000003,2684.5,False,False,,
273,"Oct 01, 2021",48146.0,43824.4,48435.2,43292.9,94.66K,9.86%,-4321.5999999999985,5142.299999999996,False,False,,
274,"Oct 02, 2021",47666.9,48147.2,48306.9,47451.7,39.82K,-1.00%,480.29999999999563,855.2000000000044,False,False,,
275,"Oct 03, 2021",48200.1,47665.4,49165.2,47123.0,42.41K,1.12%,-534.6999999999971,2042.199999999997,False,False,,
276,"Oct 04, 2021",49227.3,48200.4,49481.7,46958.6,66.92K,2.13%,-1026.9000000000015,2523.0999999999985,False,False,,
277,"Oct 05, 2021",51469.3,49229.5,51872.4,49060.1,76.63K,4.55%,-2239.800000000003,2812.300000000003,False,False,,
278,"Oct 06, 2021",55323.2,51470.0,55676.1,50439.5,116.26K,7.49%,-3853.199999999997,5236.5999999999985,False,False,,
279,"Oct 07, 2021",53783.9,55325.2,55325.6,53476.4,75.68K,-2.78%,1541.2999999999956,1849.199999999997,False,False,,
280,"Oct 08, 2021",53914.7,53785.5,55977.9,53659.3,64.05K,0.24%,-129.1999999999971,2318.5999999999985,False,False,,
281,"Oct 09, 2021",54942.5,53924.1,55430.8,53711.7,64.65K,1.91%,-1018.4000000000015,1719.1000000000058,False,True,,True
282,"Oct 10, 2021",54687.7,54942.5,56432.2,54100.8,104.43K,-0.46%,254.8000000000029,2331.399999999994,False,False,,
283,"Oct 11, 2021",57477.3,54686.9,57814.1,54457.8,73.84K,5.10%,-2790.4000000000015,3356.2999999999956,False,False,,
284,"Oct 12, 2021",56015.9,57480.6,57635.7,54155.4,74.85K,-2.54%,1464.699999999997,3480.2999999999956,False,False,,
285,"Oct 13, 2021",57380.1,56014.5,57697.4,54314.4,73.62K,2.44%,-1365.5999999999985,3383.0,False,False,,
286,"Oct 14, 2021",57345.8,57370.4,58506.5,56866.8,59.84K,-0.06%,24.599999999998545,1639.699999999997,False,False,,
287,"Oct 15, 2021",61672.5,57348.2,62892.8,56874.8,121.48K,7.54%,-4324.300000000003,6018.0,False,False,,
288,"Oct 16, 2021",60861.1,61669.2,62329.2,60161.9,49.93K,-1.32%,808.0999999999985,2167.2999999999956,False,False,,
289,"Oct 17, 2021",61527.5,60865.5,61651.4,59143.4,53.39K,1.09%,-662.0,2508.0,False,False,,
290,"Oct 18, 2021",62056.3,61525.8,62623.6,60026.9,80.15K,0.86%,-530.5,2596.699999999997,False,False,,
291,"Oct 19, 2021",64278.5,62030.2,64454.0,61451.0,80.16K,3.58%,-2248.300000000003,3003.0,False,False,,
292,"Oct 20, 2021",65979.1,64276.9,66967.1,63543.7,79.87K,2.65%,-1702.2000000000044,3423.4000000000087,False,False,,
293,"Oct 21, 2021",62210.2,66004.6,66616.9,62092.1,105.38K,-5.71%,3794.4000000000087,4524.799999999996,False,False,,
294,"Oct 22, 2021",60690.3,62200.8,63699.7,60055.7,75.69K,-2.44%,1510.5,3644.0,False,False,,
295,"Oct 23, 2021",61312.5,60693.2,61728.7,59738.3,37.05K,1.03%,-619.3000000000029,1990.3999999999942,False,False,,
296,"Oct 24, 2021",60866.5,61308.2,61469.9,59523.7,42.67K,-0.73%,441.6999999999971,1946.2000000000044,False,False,,
297,"Oct 25, 2021",63067.0,60864.3,63694.8,60655.8,51.06K,3.62%,-2202.699999999997,3039.0,False,False,,
298,"Oct 26, 2021",60310.8,63067.5,63275.1,59907.3,57.13K,-4.37%,2756.699999999997,3367.7999999999956,False,False,,
299,"Oct 27, 2021",58438.1,60312.5,61452.9,58112.6,88.11K,-3.11%,1874.4000000000015,3340.300000000003,False,False,,
300,"Oct 28, 2021",60582.5,58437.2,62251.3,58128.1,88.47K,3.67%,-2145.300000000003,4123.200000000004,False,True,,True
301,"Oct 29, 2021",62242.8,60579.9,62952.2,60322.2,63.39K,2.74%,-1662.9000000000015,2630.0,False,False,,
302,"Oct 30, 2021",61840.1,62245.0,62338.5,60786.0,40.51K,-0.65%,404.90000000000146,1552.5,False,False,,
303,"Oct 31, 2021",61309.6,61842.2,62393.7,60005.7,50.06K,-0.86%,532.5999999999985,2388.0,False,False,,
304,"Nov 01, 2021",60915.3,61310.1,62430.1,59612.7,61.21K,-0.64%,394.79999999999563,2817.4000000000015,False,False,,
305,"Nov 02, 2021",63221.7,60912.2,64256.4,60651.5,65.26K,3.79%,-2309.5,3604.9000000000015,False,False,,
306,"Nov 03, 2021",62918.5,63223.5,63508.6,60883.0,61.05K,-0.48%,305.0,2625.5999999999985,False,False,,
307,"Nov 04, 2021",61412.6,62915.4,63077.6,60742.9,49.91K,-2.39%,1502.800000000003,2334.699999999997,False,False,,
308,"Nov 05, 2021",60974.3,61411.5,62560.3,60742.4,44.46K,-0.71%,437.1999999999971,1817.9000000000015,False,False,,
309,"Nov 06, 2021",61483.9,60973.2,61543.2,60093.6,34.89K,0.84%,-510.70000000000437,1449.5999999999985,False,False,,
310,"Nov 07, 2021",63273.2,61483.8,63273.2,61347.2,34.34K,2.91%,-1789.3999999999942,1926.0,False,False,,
311,"Nov 08, 2021",67527.9,63276.4,67763.3,63276.4,81.08K,6.72%,-4251.499999999993,4486.9000000000015,False,False,,
312,"Nov 09, 2021",66904.4,67528.7,68493.3,66334.9,66.13K,-0.92%,624.3000000000029,2158.4000000000087,False,False,,
313,"Nov 10, 2021",64932.6,66942.6,68990.6,62951.3,96.21K,-2.95%,2010.0000000000073,6039.300000000003,False,False,,
314,"Nov 11, 2021",64806.7,64922.8,65583.3,64121.9,50.37K,-0.19%,116.10000000000582,1461.4000000000015,False,False,,
315,"Nov 12, 2021",64134.5,64782.6,65449.7,62309.7,63.27K,-1.04%,648.0999999999985,3140.0,False,False,,
316,"Nov 13, 2021",64398.6,64133.3,64906.0,63381.4,30.34K,0.41%,-265.29999999999563,1524.5999999999985,False,False,,
317,"Nov 14, 2021",65508.2,64397.2,65508.2,63608.3,33.98K,1.72%,-1111.0,1899.8999999999942,False,False,,
318,"Nov 15, 2021",63597.9,65514.9,66311.2,63439.5,53.53K,-2.92%,1917.0,2871.699999999997,False,False,,
319,"Nov 16, 2021",60089.1,63605.1,63605.6,58655.9,115.36K,-5.52%,3516.0,4949.699999999997,False,False,,
320,"Nov 17, 2021",60367.8,60074.2,60814.5,58531.9,73.93K,0.46%,-293.6000000000058,2282.5999999999985,False,False,,
321,"Nov 18, 2021",56955.3,60368.2,60936.9,56524.4,100.37K,-5.65%,3412.899999999994,4412.5,False,False,,
322,"Nov 19, 2021",58083.4,56908.3,58335.9,55626.3,74.44K,1.98%,-1175.0999999999985,2709.5999999999985,False,False,,
323,"Nov 20, 2021",59717.6,58080.8,59854.6,57435.3,44.53K,2.81%,-1636.7999999999956,2419.2999999999956,False,False,,
324,"Nov 21, 2021",58714.3,59724.0,60002.6,58528.3,40.98K,-1.68%,1009.6999999999971,1474.2999999999956,False,False,,
325,"Nov 22, 2021",56308.8,58719.7,59288.3,55656.8,76.45K,-4.10%,2410.899999999994,3631.5,False,False,,
326,"Nov 23, 2021",57573.2,56304.8,57855.1,55542.5,72.48K,2.25%,-1268.3999999999942,2312.5999999999985,False,False,,
327,"Nov 24, 2021",57171.7,57559.4,57697.4,55910.6,56.68K,-0.70%,387.70000000000437,1786.800000000003,False,False,,
328,"Nov 25, 2021",58935.1,57167.1,59387.3,57029.8,56.79K,3.08%,-1768.0,2357.5,False,False,,
329,"Nov 26, 2021",53730.9,58937.3,59151.1,53533.5,104.03K,-8.83%,5206.4000000000015,5617.5999999999985,False,False,,
330,"Nov 27, 2021",54765.9,53747.2,55280.3,53654.3,40.71K,1.93%,-1018.7000000000044,1626.0,False,False,,
331,"Nov 28, 2021",57291.5,54758.0,57392.3,53448.3,49.28K,4.61%,-2533.5,3944.0,False,True,,
332,"Nov 29, 2021",57794.8,57288.1,58855.2,56726.7,58.65K,0.88%,-506.70000000000437,2128.5,False,False,,
333,"Nov 30, 2021",56882.9,57795.2,59174.4,55936.9,73.66K,-1.58%,912.2999999999956,3237.5,,,,
